,airline_sentiment,text,wordCount
13043,0,"@AmericanAir hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet""",22
12201,0,@AmericanAir the flight is not going to make the connection to #MEX #AA2444,13
10409,0,@USAirways on hold for 1 hour and 14 min trying to find the luggage flight Cancelled Flightled where is luggage? http://t.co/i1SfMI7zat,21
14368,0,@AmericanAir most horrendous service ever !! On off two planes. Been in Phil for 10 hrs. Now captain can't get flight info to print? #wtf,25
10525,0,@USAirways What's the seat assignment policy? Why let us choose a seat only to change it on us two weeks Late Flightr?,22
2463,0,@united Yeah that didn't happen!,5
2876,0,@united why would a person take hours and hours of wait time just to tell a lie,17
11410,0,@USAirways that wasn’t my Q but thanks. Wondering why you’re the only ones. I disguised yours to not call you out. ;) http://t.co/uH6UwuOSC0,23
2973,0,"@United wind chill in Ithica -17 degrees, and for the trouble of losing my clothes they give me a t-shirt. I'll burn it for warmth. #united",26
6464,0,@SouthwestAir thanks! I expected a wait... Just not that long. :),11
7501,0,@JetBlue My wife was with our dog.  They wouldn't even let her out off the plane.  My daughter was at Newburgh lives close by. So wrong,26
11978,0,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,21
8900,0,"@JetBlue, I normally ❤️ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly",25
1142,0,@united only thing confusing me is why I lost priority boarding? I'm a mileage plus card member 😔,18
411,0,@VirginAmerica all crap channels which is why I pay to watch UK tv,13
11439,0,@USAirways I followed you complaint procedure only to get a run around.  Your service SUCKS #usairwayssuck,16
14263,0,@AmericanAir Your gate attendants in ABQ are awful as was your service. You should be ashamed. Terrible experience here from start to finish,23
8732,0,@JetBlue 6 hour delay. Supposed to land at 9pm now it's 3am. Still not boarding. #EpicFail,16
11836,0,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,19
8369,0,@JetBlue please get service started at @triflight and offer good routes lile florida upstate ny vegas etc,17
14083,0,"@AmericanAir , sitting on plane for 2.5hrs at gate due to computer sys issue, at what point do you Cancelled Flight a flight?, ridiculous @PHLAirport",25
5058,0,@SouthwestAir do you ever reinstate Cancelled Flighted flights?,8
2862,0,@united kind of unnerving to watch the guy deicing your plane text on his phone the whole time http://t.co/QdXfT9qqT9,19
5344,0,"@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",18
2215,0,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",13
6948,0,“@JetBlue: Our fleet's on fleek. http://t.co/7iM9rHIvyR” Plz stop,8
11210,0,@USAirways that's it?!?!?,3
5980,0,@SouthwestAir having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.,20
1602,0,"@united, there is no good word for describing how angry and pissed off of a customer you have made me.",20
3136,0,@united I think I left my phone on my flight. Help!,11
14359,0,"@AmericanAir 3231DTW to LAG at 4:45. Flight Cancelled Flightled with no notice. Given a voucher to a dirty hotel, with no food vouchers or apology.",25
3655,0,@united I knew I should've flew @VirginAmerica lol,8
4340,0,@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,17
6634,0,@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!,23
10363,0,@USAirways no more hotel voucher? Everyone had to get one but not me...what do I do? Arrived from Amsterdam #SnowStorm,20
14558,0,"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced.",18
12504,0,"@AmericanAir I have emailed several times.hand wrote a letter,went to airport,called.please fix this! Or @abc7newsBayArea please help!",17
10439,0,@USAirways sucks.  Flt 2692 Late Flight by 20 mins missed my connection.  Thanks for the 10 bucks and a middle seat on the next flt.,25
10843,0,@USAirways yes had to go pick up and pay 40 cab ride very rude employee poor customer service,18
9546,0,"@USAirways 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap",23
13688,0,@AmericanAir do you have the phone number of a supervisor i can speak to regarding my travels today,18
1462,0,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,20
8377,0,@JetBlue tickets were confirmed and sent out. find out today that they Cancelled Flightled our tickets months ago and never sent an email #jetblue,24
98,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,16
878,0,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",24
767,0,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,25
9818,0,"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT.",26
3335,0,@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?,28
12967,0,"@AmericanAir AA1675 flight out of Jamaica was Cancelled Flightled yesterday due to ""weather"", while other flights were still landing at DFW",21
10522,0,@USAirways #Unbelievable that for 2 consecutive days I can't get through to a person.  On hold over 2 hours and still going,22
4999,0,"@SouthwestAir As a frequent traveler, I've never been treated so coldly &amp; had an airline offer nothing when my flight was Cancelled Flightled. #nolove",24
13079,0,@AmericanAir I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn't able to use the app or kiosk today. Hour long line.,26
10107,0,"@USAirways first flight Cancelled Flightled, connecting flight delayed so will completely miss next connection no response on hold 2 hrs HELP me",22
10088,0,@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,26
4188,0,@united customer service 👎,4
10767,0,"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip",23
5243,0,@SouthwestAir 3 flights Cancelled Flightled today. Now we have been on hold for over an hour!,16
13924,0,@AmericanAir i will be writing a very detailed letter to you all about this experience today. I have never experienced such awful cs ever,24
8839,0,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.,23
1371,0,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,20
6448,0,@SouthwestAir I hope you're happy! You have officially become the next @AmericanAir #ProfitBeforePeople IMO you will be bankrupt by 2020,20
9623,0,@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.,21
106,0,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,14
8630,0,@JetBlue Only middle seats. SFO -&gt; BOS. Not fun. She keeps getting $10 credits. Would much rather have a working TV.,21
4231,0,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.,16
1215,0,@united I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!,17
1463,0,"@united if you don't like delayed bags, why do you let it happen so much?",15
13344,0,"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC",28
12436,0,@AmericanAir fortunately the window seat was a no-show. Able to scoot over and create space.,15
5378,0,@SouthwestAir too long to wait for bags when they could have been on the next flight out. The party of 4 could have waited in Albany,26
7542,0,@JetBlue Flight 1533 JFK to Cartagena all at this airport bar singing the opposite of your praises! We're making a pact to never fly u again,26
10293,0,@USAirways is the worst. Why on earth would @AmericanAir merge with them? I won't be flying either of them any time soon.,22
1495,0,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,25
8624,0,@JetBlue Call was not made by the inflight crew. They in fact asked us why we didn't bring it on.,20
6628,0,@SouthwestAir can someone help me set up a callback today?,10
3480,0,@united The flight turned around for mechanical reasons on 1/30/15.  Never to fly United again as they don't check their planes properly.,22
1259,0,"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR",26
9858,0,@USAirways @AmericanAir  nvm my bad it's been an hour and a half #thanks,13
5683,0,@SouthwestAir how long does it take for points from RR Shopping to post to my account? Got email saying I've earned points but don't see em,26
8071,0,"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue",23
14014,0,@AmericanAir I've never witnessed such covert tactics from an airline.,10
10043,0,@usairways Cancelled Flighted and rescheduled. said I'd have to pay $75 for earlier flight at next gate. Today @delta proactively offered same for $0,24
11187,0,@USAirways any updates on flight 1917 from Philly to LA?  Been sitting at gate for close to 2 hours,19
7908,0,"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best.",23
7527,0,@JetBlue @Amagrino will you cover the cost of my car service waiting time?!,13
1284,0,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay,25
12377,0,@AmericanAir   What is that!? Why even bother catering dog food that no one will eat ? http://t.co/iFESPcBzTm,17
4677,0,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq,23
6147,0,"@SouthwestAir @LeeAnnHealey I was all, yeah sale fares! I got places to fly! Oh damn, right, I live where SWA doesn't fly. #why",23
9991,0,@USAirways  you Cancelled Flighted &amp; rescheduled my flight &amp; still getting updates &amp; can't find my current flight on my account http://t.co/8Je1h3666w,22
9655,0,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service",19
10590,0,"@USAirways flight 813 DCA to CLT stuck waiting on CLT ATC. Cmon #FAA Missing flt 826 CLT to MBJ, hope you can rebook me! 816?",25
10014,0,@USAirways now you just hang up on me. I’m starting to think this is personal!,15
1082,0,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",25
10617,0,@USAirways Trying to change my flight due to NYC travel advisory... your online system Cancelled Flighted my entire flight. Been on hold for over 1 hr,26
9405,0,@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen!,21
6480,0,@SouthwestAir stop ur bs promos of ✈️anywhere starting at 79$ I click and everywhere I'd fly=130$ The only place thats 79$ is CLE #NoThanks,24
10256,0,@USAirways now on hold for 90 minutes,7
3592,0,@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now,27
6844,0,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice,21
7532,0,@JetBlue too Late Flight. Several passengers are inebriated. You're in league with big alcohol. Shame on you.,17
774,0,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,24
11937,0,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",28
987,0,@united Asked Flight attendant what typical compensation would be &amp; says we might get free TV. #Unacceptable,17
7235,0,@JetBlue no I asked. Either way it doesn't make the flight less delayed.,13
958,0,"@united rarely ceases to amaze...for the worse.  i hope this is the last time i ""have"" to fly with you.",20
6501,0,@SouthwestAir can you make a premium wifi that I can pay $30 for that is decent? #slow-fi,17
11214,0,@USAirways phone support rebooked but orig flt was Late Flight. Made it!,12
5020,0,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",22
14044,0,"@AmericanAir looks like I have. Best I can hope for I guess. It's on us air, so I don't think I'll get miles on Alaska. Which sucks.",27
12153,0,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,22
9127,0,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!",24
11093,0,"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!",23
11112,0,@USAirways so basically I am stuck paying for hidden fees and being bumped to an inferior flight. JetBlue here I come. #usairways #mergers,23
10459,0,@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(,14
1271,0,"@united No, thanks. I'm sick of your company's lousy excuse for customer service. I'm never flying United again.",18
13550,0,"@AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high. That's a joke, right?",22
3790,0,"@united 3586 from IAD to BUF.  Incredibly loud, and like a third world 70s inner city metro bus.  #lowstandards http://t.co/m67WnBglXQ",20
6492,0,@SouthwestAir can I get any kind of update on the delayed flight from Boston to Houston at 7:30? Really need to be back home tonight!,25
8672,0,"@JetBlue you stood me up last night, but I'm giving you a second chance. I'm just a boy, tweeting an airline, asking them to fly him home.",27
7360,0,@JetBlue why is flight 1106 delayed out to NY? Same problem?,11
3731,0,@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you,22
5997,0,@SouthwestAir @jlittle100 Double up with this comment. PHL to anywhere South Florida is GONE GONE GONE. Hello US Air,19
13759,0,@AmericanAir not anymore.,3
259,0,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,21
7233,0,@JetBlue yeah I'm aware of that. Hence my original msg to you.,12
14401,0,@AmericanAir Worst airline ever. We have been stranded for 24 hours because of your 7 hour delay with flight 104 last night.,22
5915,0,@SouthwestAir Yes. Please train your customer service agents with correct protocol.. I should not be receiving different 411 evrytime I call,21
1912,0,".@united Our newest delay, right now http://t.co/96fTLZWtvO",7
2766,0,@united - terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.,25
14304,0,"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :(",23
526,0,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,12
12257,0,"@AmericanAir 
Can you tell me what that means? I work and just need an estimated time of arrival please? I need my laptop for work. Thanks",26
14157,0,@AmericanAir Why does your iPhone app not have any sort of notifications option?,13
6762,0,@JetBlue ive tried on my phone and laptop :(,9
11294,0,@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth,24
6436,0,@SouthwestAir took our BOS to BWI plane for a flight to StL and promised a replacement  1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.,26
1221,0,"@united need to work on your #United #flierfriendly program. At the very least, clue in your flight attendants.",18
9241,0,@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain,18
487,0,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,23
9988,0,"@USAirways has failed me all day long, should I blame it on @AmericanAir ?",14
6169,0,"@SouthwestAir Open more kiosks at 
Austin-Bergstrom. Three lanes to service a line of 50 people? Really?",16
8155,0,@JetBlue needs to get its act together in #PHX,9
6553,0,@SouthwestAir my flight was Cancelled Flightled Monday.  Just looking to Cancelled Flight and credit my card.  That's all.,18
13018,0,@AmericanAir Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive),25
2892,0,@united Why can I only apply one travel certificate per itinerary even when I have multiple flights?,17
855,0,"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",16
3359,0,@united or did you mean 24-26?,6
11363,0,@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR,26
10842,0,@USAirways @AmericanAir How do I merge my miles accounts? Your sites tell me my info don't match even though I can't find a difference.,24
7898,0,"@JetBlue yeah that's all been done. Define ""incidentals""? How much can I spend on gear so this trip is not a waste?",22
8679,0,@JetBlue your agents at IAD have compounded this problem by not making any announcements #jetbluemess,15
11107,0,"“@USAirways: @alan_bledsoe Thanks for your feedback, Alan.” Thx, but  no help as I watch a flt Lve w/open seats and I wait 3hrs for nxt flt",26
10552,0,@USAirways what happens if the flight takes off before we Cancelled Flight?? That's the issue. We don't want to pay because of your inaccessibility!,24
11679,0,"@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!",19
13240,0,@AmericanAir worst airline! You Cancelled Flight our flight and don't even let us know even though we are traveling with children.,21
5208,0,@SouthwestAir - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going @southwestair,24
4716,0,@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,20
537,0,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,32
3139,0,"@united hey, left my computer bag, w/computer inside, in United, filed online report, no response",15
2291,0,@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.,20
11407,0,"@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.",25
13449,0,@AmericanAir why Cancelled Flight #1605 on 6/25 &amp; 6/28? Flights now 4 hrs longer &amp;  have layovers. Too Late Flight to find a reasonably priced alternative.,26
10822,0,"@USAirways worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in BOS",23
103,0,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,23
6730,0,@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,23
2152,0,@united have since dropped to 2 layovers but still not acceptable.,11
10642,0,@USAirways I did at 7 pm! Still no bag..,9
3388,0,"@united even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!",23
5013,0,@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.,13
11578,0,@USAirways 25 mins after the scheduled departure and still sitting in terminal. Communication would be lovely... http://t.co/pkAxUNYfn2,17
2310,0,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,20
14518,0,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,25
1936,0,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,25
540,0,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,19
3554,0,@united @staralliance the B gates are very far though,9
4314,0,"@United is officially the worst, most delayed, and least helpful airline I have ever had the misfortune of flying on",20
4445,0,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,23
1461,0,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,28
1203,0,@united Please msg me a # for customer service. I will have an invoice for my dry cleaning but won't be able take wet clothes to the airport,28
1558,0,@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.,23
14407,0,"@AmericanAir...still waiting for a call back....attempt #9 and hour #13...can't put a hold on an online tix, we are within seven day window.",23
9712,0,"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail",21
2685,0,@united I'm Cancelled Flighting my #mileageplus card and I will NEVER do business with you again. You clearly don't care about your customers.,23
11219,0,"@USAirways I thought about moving a lot of business over too, but first impressions count.. Glad it was miles and not cash.",22
67,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",23
5278,0,"@SouthwestAir, answered right away for a new res, but can't rebook the people that were supposed to leave today? Worst customer service.",22
2311,0,@united just filled it out. Hope someone responds before we book our next trip.,14
5962,0,@SouthwestAir I pay for a service to be delivered. Whether or not it is your fault shouldn't there be some sort of compensation?,23
11510,0,@USAirways we might need a plane to get somewhere but just remember that you aren't the only choice #makeovertime#customerserviceplease,19
10345,0,"@USAirways As a member of the news media, the awful service of the last few days won't go unnoticed.",19
1784,0,"@united, American never had my bags apparently. United never switched them over. Had to go back to United Baggage Service.",20
1612,0,@united 100. % failure in 2015 #UnitedAirlines,7
10003,0,@USAirways flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?,23
2049,0,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",24
3209,0,"@united playing hide and seek with the gate. ""We can't find it, it should only be a few more minutes.""",20
9928,0,@USAirways spoke with your reps in NH and PA. Very poor communications. Bags still sitting in Philly. TRAIN YOUR STAFF,20
13430,0,"@AmericanAir that would be appreciated. Just please don't send me to the same page with long form &amp; limited characters.
Direct email?",22
10332,0,@USAirways Get new planes then. Got on this plane at 7:50 its 10:20 now and still on tarmac. How ru going to compensate me for this?,26
3456,0,"@united ""where we trick you into making us look popular on Twitter by being the worst airline"" #wellplayed #jokesonus",19
345,0,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",11
1222,0,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united,23
638,0,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,22
14041,0,@AmericanAir the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out,24
13664,0,@AmericanAir has to be the worst airline in the world #yousuck #horrible #Oscars2015,13
10995,0,@USAirways worst experience ever with you guys…see my blog tomorrow on my experience. Maybe you can help make it better.,20
9957,0,@usairways @BarclaycardUS 1 hr wait so far for customer service. yes bad weather but do air traffic controllers answer your phones?!??,21
2767,0,@united 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO,26
656,0,@united I did DM the details but still no response. I have to book today.,15
1261,0,@united flight 433 lets go you look like clowns no one is giving up 1st class for $500,18
5653,0,@SouthwestAir Flight to Nashville was Cancelled Flightled. How do we another flight? I've been trying to call &amp; cannot get a human,22
9778,0,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it,21
2711,0,@united yes but taking two days to get bag delivered. Missed a full day skiing because of this.,18
9253,0,"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",22
6385,0,"@southwestair,  Your male flight attendants must being playing a game called Who can be the Bigger Dick to People. Flight 952 to CHI-MID",23
7264,0,@JetBlue is a joke. Missed my connecting flight by 5 minutes. Last flight of the day and they don't hold it.  5 minutes.,23
10330,0,"@USAirways They provided no options. Since you all have a better sense of the weather, I hoped you could suggest.",20
11200,0,@USAirways we on on the flight from phf to clt. At the terminal but can't get off plane yet. Need to get on iah flight.,25
13622,0,@AmericanAir extra night we have to stay in San Juan now. How can I check on that?,17
366,0,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",19
2068,0,@united screws up again...to be expected! NEVER AGAIN!,8
4056,0,@united @gg8929 Unbelievable hypocrisy!!,4
9507,0,@USAirways I NEED TO *SPEAK* TO SOMEBODY ABOUT A RESERVATION. As in talk to a human being. Yet your computer system puts the phone down on,26
1015,0,@United We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb,20
1421,0,@united is it even legal for you guys to advertise flights that you cant honor??,15
9404,0,"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline",22
14064,0,@AmericanAir it wasn't really about the delay. It was more about being told the engine needed to be troubleshot.  Makes a person paranoid.,23
12737,0,"@AmericanAir SO BAD service in Miami, AirPort..",7
1390,0,"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?",24
14323,0,@AmericanAir I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff,26
14215,0,@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.,22
7769,0,"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything.",22
9918,0,@USAirways CSTSVC in PHL honors UR system over my reality. No RCD of change in HPN. Now extra hours in PHL or $75 to get to CLE.,27
13784,0,"@AmericanAir @USAirways cost me a day of vacation ($350 hotel stay), day of dog boarding, and a day of airport parking.",21
3749,0,@united I will be stunned if my bags are in Hartford with me.  The ORD ground crew only had an hour to move my bags 200 yards,27
9293,0,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,19
6484,0,@SouthwestAir 4 flights Cancelled Flightled in one week?! Customer Service is 💩💩💩💩,12
14317,0,@AmericanAir 2293 is the Cancelled Flightled one,7
14276,0,@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer,25
11772,0,@USAirways @Jack_Kairys your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?,25
11203,0,@USAirways I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!,28
12776,0,@AmericanAir TSA said there is nothing they could do. But the question is why are your employee's swapping your customers belongings?,21
13679,0,@AmericanAir make sure u insure your luggage as those assholes @ AA take no fricken responsibility...&amp; don't  believe their lies!!!!,20
12171,0,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait,25
13840,0,@AmericanAir @Cowboycerrone  ratchet airway!. ......,5
11518,0,@USAirways I don't need to rebook I need to know the policy,12
1401,0,"@United Over the last week, United has provided me with the worst customer service experience of my life. Disgusting. #united",20
9087,0,@USAirways i understand that but i should still be able to view my reservation online....,15
9947,0,@USAirways more like USDELAY-ways. Another long 'paperwork' reLate Flightd delay - Friday in Charlotte. Today in Philly. #letsgoalready,18
7686,0,"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting.",20
495,0,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,25
11641,0,@USAirways flt 470 Tampa to CLT is very Late Flight gonna miss conn to BOS what can you do?,19
1407,0,"@united even after running to gate from your connecting flight, your customer service not let us in the plane that was just parked. Stranded",24
8758,0,@JetBlue now when I call it's still at the warehouse and might be going out tonight,16
1141,0,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",24
12265,0,@AmericanAir The pilot admitted to us that this delay is entirely because of AA incompetence and poor equip checks.,19
13445,0,"@AmericanAir my flight was Cancelled Flightled yesterday early afternoon, so why did you call me at 1230am and 230am to wake me up and tell me?!",26
10563,0,"Hey @USAirways based on the number of retweets and likes on my FB post, it's nice to know I'm not alone in my frustrations with you guys!",27
4331,0,@SouthwestAir still no update text #2053 &amp; still no response to email fr1/5/2015 SR #256746438028. Feel like yr losing customer service/care,21
10227,0,@USAirways @AmericanAir working for me. Tight cx @Mia so they're delaying our flight. Twice. In 20 secs @jabevan221 http://t.co/G3Uy6w28QH,19
783,0,@united seriously #fail on making strangers share a room,9
4965,0,@SouthwestAir our flight is delayed till tomorrow curse the weather,10
10777,0,@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck,25
13031,0,@AmericanAir will do on another airline that's more accommodating of its customers. Unable to simply change passengers with notice is simply,21
10199,0,"@USAirways I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",21
9951,0,@USAirways Please can someone contact me regarding my missing bag? It has been 3 days. Online tracking shows nothing.,19
1703,0,@united ridiculous! I have to be refunded whenever I get at my final destination or not!,16
14301,0,@AmericanAir My flt AA375 for 02/23 got cncled and i cant get hold of a CSR so i can get alternate arrangement. Plz help,24
2147,0,@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan,19
3341,0,"@united ""We like hearing from you."" So why haven't you replied to my tweet and/or email yet? https://t.co/caf2cx3gfi",18
13958,0,"@AmericanAir we're on AA1401 landed at 8:55pm in Miami, but waiting for a gate. Can someone on your team help us out?!",22
5817,0,@SouthwestAir and now no wifi??? Come on.,7
1153,0,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead.",26
